datasets/219/101.jpg,219,158,32,527,455,0
datasets/219/102.jpg,219,188,83,761,329,0
datasets/219/104.jpg,219,117,73,504,438,0
datasets/219/105.jpg,219,128,27,950,663,0
datasets/219/106.jpg,219,155,27,638,545,0
datasets/219/107.jpg,219,376,28,517,153,0
datasets/219/108.jpg,219,126,171,572,481,0
datasets/219/109.jpg,219,571,125,1123,792,0
datasets/219/10.jpg,219,442,164,1587,546,0
datasets/219/110.jpg,219,340,230,498,357,0
datasets/219/111.jpg,219,329,186,929,499,0
datasets/219/112.jpg,219,174,69,577,528,0
datasets/219/113.jpg,219,110,23,550,463,0
datasets/219/114.jpg,219,94,0,1573,1200,0
datasets/219/115.jpg,219,422,234,1256,1017,0
datasets/219/116.jpg,219,161,3,465,473,0
datasets/219/117.jpg,219,90,20,527,465,0
datasets/219/118.jpg,219,280,91,1270,1050,0
datasets/219/119.jpg,219,17,62,1522,818,0
datasets/219/11.jpg,219,586,222,1315,999,0
datasets/219/120.jpg,219,504,150,1558,996,0
datasets/219/121.jpg,219,211,0,775,980,0
datasets/219/122.jpg,219,279,55,715,533,0
datasets/219/123.jpg,219,100,23,523,469,0
datasets/219/124.jpg,219,320,304,699,659,0
datasets/219/125.jpg,219,60,40,1505,875,0
datasets/219/126.jpg,219,165,46,511,437,0
datasets/219/127.jpg,219,177,65,926,601,0
datasets/219/128.jpg,219,384,84,807,745,0
datasets/219/129.jpg,219,195,18,549,559,0
datasets/219/12.jpg,219,184,27,588,544,1
datasets/219/130.jpg,219,479,274,1489,921,1
datasets/219/131.jpg,219,162,19,604,468,1
datasets/219/132.jpg,219,532,366,1499,1147,1
datasets/219/133.jpg,219,251,389,548,762,1
datasets/219/134.jpg,219,234,436,1024,733,1
datasets/219/135.jpg,219,0,34,868,665,1
datasets/219/136.jpg,219,56,29,545,461,1
datasets/219/137.jpg,219,0,40,662,522,1
datasets/219/138.jpg,219,113,117,1410,771,1
datasets/219/139.jpg,219,176,59,556,422,1
datasets/219/13.jpg,219,155,10,463,467,1
datasets/219/140.jpg,219,181,18,589,355,1
datasets/219/141.jpg,219,51,41,728,458,1
datasets/219/142.jpg,219,52,25,575,408,1
datasets/219/143.jpg,219,357,53,1747,848,1
datasets/219/144.jpg,219,214,48,1387,1176,1
datasets/219/145.jpg,219,69,99,588,355,1
datasets/219/146.jpg,219,76,23,522,458,1
datasets/219/147.jpg,219,185,65,770,718,1
datasets/219/148.jpg,219,97,45,653,509,0
datasets/219/149.jpg,219,87,9,544,474,0
datasets/219/14.jpg,219,156,29,503,451,0
datasets/219/150.jpg,219,238,47,1508,1049,0
datasets/219/151.jpg,219,122,20,622,564,0
datasets/219/152.jpg,219,181,131,505,305,0
datasets/219/153.jpg,219,185,83,689,517,0
datasets/219/154.jpg,219,152,64,1145,813,0
datasets/219/155.jpg,219,289,21,803,780,0
datasets/219/156.jpg,219,41,10,636,364,0
datasets/219/157.jpg,219,161,86,1494,996,0
