"car_ims/012501.jpg",152,13,41,124,83,
"car_ims/012504.jpg",152,0,36,412,212,
"car_ims/012505.jpg",152,58,257,724,494,
"car_ims/012506.jpg",152,51,120,383,293,
"car_ims/012509.jpg",152,52,31,484,307,
"car_ims/012510.jpg",152,7,38,184,107,
"car_ims/012511.jpg",152,254,365,1714,988,
"car_ims/012512.jpg",152,14,45,259,142,
"car_ims/012513.jpg",152,167,206,598,367,
"car_ims/012514.jpg",152,21,44,284,166,
"car_ims/012517.jpg",152,124,229,1252,785,
"car_ims/012520.jpg",153,11,178,630,433,
"car_ims/012521.jpg",153,77,94,576,350,
"car_ims/012527.jpg",153,359,768,1361,1084,
"car_ims/012529.jpg",153,148,7,318,104,
"car_ims/012533.jpg",153,7,83,375,186,
"car_ims/012534.jpg",153,54,140,603,312,
"car_ims/012535.jpg",153,46,261,1211,871,
"car_ims/012536.jpg",153,17,74,263,152,
"car_ims/012537.jpg",153,86,93,625,394,
"car_ims/012540.jpg",153,43,157,488,374,
"car_ims/012542.jpg",153,32,277,619,443,
"car_ims/012543.jpg",153,25,133,566,330,
"car_ims/012544.jpg",153,26,65,559,383,
"car_ims/012546.jpg",153,25,63,555,347,
"car_ims/012547.jpg",153,19,200,984,492,
"car_ims/012548.jpg",153,27,72,845,536,
"car_ims/012550.jpg",153,80,50,1177,887,
"car_ims/012551.jpg",153,72,218,445,366,
"car_ims/012552.jpg",153,38,190,666,419,
"car_ims/012553.jpg",153,70,114,125,283,
"car_ims/012554.jpg",153,7,108,1908,1050,
"car_ims/012555.jpg",153,12,114,322,221,
"car_ims/012556.jpg",153,65,249,961,541,
"car_ims/012557.jpg",153,24,34,277,177,
"car_ims/012561.jpg",153,47,102,448,255,
"car_ims/012562.jpg",153,154,200,636,330,
"car_ims/012564.jpg",153,77,478,943,691,
"car_ims/012565.jpg",153,20,59,621,341,
"car_ims/012566.jpg",153,9,147,1274,793,
"car_ims/012567.jpg",153,67,118,498,262,
"car_ims/012571.jpg",153,29,140,413,279,
"car_ims/012572.jpg",153,103,152,471,260,
"car_ims/012573.jpg",153,35,136,576,299,
"car_ims/012574.jpg",153,23,92,220,158,
"car_ims/012577.jpg",153,50,67,126,227,
"car_ims/012580.jpg",153,77,76,334,222,
"car_ims/012581.jpg",153,94,274,856,646,
"car_ims/012583.jpg",153,118,239,597,484,
"car_ims/012584.jpg",153,56,156,496,360,
"car_ims/012587.jpg",153,1,42,93,263,
"car_ims/012589.jpg",153,36,41,349,214,
"car_ims/012590.jpg",153,50,55,559,297,
