relative_im_path,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,test
datasets/197/102.jpg,1,234,84,888,567,0
datasets/197/103.jpg,1,101,19,617,506,0
datasets/197/104.jpg,1,112,20,519,466,0
datasets/197/105.jpg,1,1041,190,1551,996,0
datasets/197/106.jpg,1,341,81,1034,886,0
datasets/197/107.jpg,1,422,128,1341,536,0
datasets/197/108.jpg,1,95,42,590,341,0
datasets/197/109.jpg,1,59,32,491,461,0
datasets/197/10.jpg,1,137,24,525,337,0
datasets/197/110.jpg,1,21,10,296,240,0
datasets/197/111.jpg,1,663,141,4056,3236,0
datasets/197/112.jpg,1,150,63,619,333,0
datasets/197/113.jpg,1,123,56,862,692,0
datasets/197/114.jpg,1,95,28,243,139,0
datasets/197/115.jpg,1,142,18,448,430,0
datasets/197/116.jpg,1,18,41,309,196,0
datasets/197/117.jpg,1,317,168,1574,914,0
datasets/197/118.jpg,1,99,7,292,234,0
datasets/197/119.jpg,1,1191,617,4515,3141,0
datasets/197/11.jpg,1,331,256,653,649,0
datasets/197/120.jpg,1,438,29,1132,676,0
datasets/197/121.jpg,1,89,19,373,347,0
datasets/197/122.jpg,1,323,89,1102,884,0
datasets/197/123.jpg,1,168,91,389,271,0
datasets/197/124.jpg,1,78,10,252,188,0
datasets/197/125.jpg,1,238,71,614,349,0
datasets/197/126.jpg,1,222,65,1692,1019,0
datasets/197/127.jpg,1,289,73,1695,1026,0
datasets/197/128.jpg,1,183,24,521,464,0
datasets/197/129.jpg,1,191,61,430,266,0
datasets/197/12.jpg,1,437,243,1098,669,0
datasets/197/130.jpg,1,461,63,991,724,0
datasets/197/131.jpg,1,88,15,338,290,0
datasets/197/132.jpg,1,254,93,673,381,0
datasets/197/133.jpg,1,1531,465,4781,2577,0
datasets/197/134.jpg,1,126,74,244,177,0
datasets/197/135.jpg,1,219,20,554,469,0
datasets/197/136.jpg,1,804,256,1792,873,0
datasets/197/137.jpg,1,213,76,1307,840,0
datasets/197/138.jpg,1,79,46,420,290,0
datasets/197/139.jpg,1,33,32,1209,945,0
datasets/197/13.jpg,1,1955,755,4639,2966,0
datasets/197/140.jpg,1,567,106,2161,2639,0
datasets/197/141.jpg,1,68,730,522,828,0
datasets/197/142.jpg,1,387,141,613,540,0
datasets/197/143.jpg,1,539,249,1666,857,0
datasets/197/144.jpg,1,181,47,575,431,0
datasets/197/145.jpg,1,247,23,982,793,0
datasets/197/146.jpg,1,167,35,523,225,0
datasets/197/147.jpg,1,137,29,382,324,0
datasets/197/148.jpg,1,479,111,1090,674,0
datasets/197/149.jpg,1,1392,894,2952,2604,0
datasets/197/14.jpg,1,95,68,303,187,0
datasets/197/150.jpg,1,70,54,624,271,0
datasets/197/151.jpg,1,811,319,1666,969,0
datasets/197/152.jpg,1,290,91,613,479,0
