datasets/219/101.jpg,23,418,11,675,172,0
datasets/219/102.jpg,23,372,41,1819,1096,0
datasets/219/103.jpg,23,165,56,716,469,0
datasets/219/104.jpg,23,208,6,764,988,0
datasets/219/105.jpg,23,57,24,660,533,0
datasets/219/106.jpg,23,135,279,415,477,0
datasets/219/107.jpg,23,586,236,1568,961,0
datasets/219/108.jpg,23,1161,430,1755,570,0
datasets/219/109.jpg,23,1313,393,2478,1348,0
datasets/219/10.jpg,23,77,21,523,468,0
datasets/219/110.jpg,23,126,6,516,459,0
datasets/219/111.jpg,23,127,72,864,633,0
datasets/219/112.jpg,23,153,80,648,547,0
datasets/219/113.jpg,23,156,66,594,311,0
datasets/219/114.jpg,23,421,1020,579,1067,0
datasets/219/115.jpg,23,182,153,1483,899,0
datasets/219/116.jpg,23,218,24,925,733,0
datasets/219/117.jpg,23,139,10,634,564,0
datasets/219/118.jpg,23,489,122,878,564,0
datasets/219/119.jpg,23,329,102,938,814,0
datasets/219/11.jpg,23,164,35,501,448,0
datasets/219/120.jpg,23,167,4,683,331,0
datasets/219/121.jpg,23,121,319,261,430,0
datasets/219/122.jpg,23,75,54,489,351,0
datasets/219/123.jpg,23,211,108,539,325,0
datasets/219/124.jpg,23,85,75,729,418,0
datasets/219/125.jpg,23,199,107,867,587,0
datasets/219/126.jpg,23,19,43,1259,565,0
datasets/219/127.jpg,23,173,23,473,463,0
datasets/219/128.jpg,23,18,22,551,454,0
datasets/219/129.jpg,23,355,69,1696,823,0
datasets/219/12.jpg,23,73,20,530,471,0
datasets/219/130.jpg,23,32,71,1493,1066,0
datasets/219/131.jpg,23,287,83,608,459,0
datasets/219/132.jpg,23,160,9,677,406,0
datasets/219/133.jpg,23,208,93,974,829,0
datasets/219/134.jpg,23,991,546,1925,1255,0
datasets/219/135.jpg,23,79,76,1453,801,0
datasets/219/136.jpg,23,277,145,1343,911,0
datasets/219/137.jpg,23,269,157,1064,648,0
datasets/219/138.jpg,23,268,185,641,512,0
datasets/219/139.jpg,23,117,72,609,376,0
datasets/219/13.jpg,23,1074,8,1247,112,0
datasets/219/140.jpg,23,15,25,268,210,0
datasets/219/141.jpg,23,141,57,251,161,0
datasets/219/142.jpg,23,235,47,627,500,0
datasets/219/143.jpg,23,140,456,800,540,0
datasets/219/144.jpg,23,348,116,1118,856,0
datasets/219/145.jpg,23,112,11,659,474,0
datasets/219/146.jpg,23,179,8,911,739,0
datasets/219/147.jpg,23,207,11,730,545,0
datasets/219/148.jpg,23,107,21,664,561,0
datasets/219/149.jpg,23,186,79,702,427,0
datasets/219/14.jpg,23,398,912,945,1198,0
datasets/219/150.jpg,23,111,32,644,531,0
datasets/219/151.jpg,23,2212,1142,5455,2695,0
datasets/219/152.jpg,23,56,65,576,311,0
datasets/219/153.jpg,23,261,122,679,498,0
datasets/219/154.jpg,23,111,1,371,106,0
datasets/219/155.jpg,23,234,41,616,525,0
datasets/219/156.jpg,23,170,2,222,43,0
datasets/219/157.jpg,23,197,0,293,94,0
datasets/219/158.jpg,23,87,17,951,649,0
datasets/219/159.jpg,23,182,379,369,425,0
datasets/219/15.jpg,23,242,101,668,382,0
datasets/219/160.jpg,23,59,16,575,470,0
datasets/219/161.jpg,23,1129,717,4006,2628,0
datasets/219/162.jpg,23,15,52,613,421,0
datasets/219/163.jpg,23,126,42,1253,1001,0
